DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17,cnpj,NOME FAVORECIDO,CÓDIGO MUNICÍPIO SIAFI,NOME MUNICÍPIO,UF,nome,uf,cod_ibge_7,id_municipio_tse,NM_UE,SG_UF,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DS_COMPOSICAO_COLIGACAO,NM_TIPO_ELEICAO,DT_ELEICAO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,DS_SITUACAO_CANDIDATO_PLEITO
03/12/2021,175004000012021NS027360,0001 - NACIONAL,Liquidação,Não se aplica,18.160.044/0001-44 - MUNICIPIO DE ROMARIA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,18160044000144,MUNICIPIO DE ROMARIA,5127.0,ROMARIA,MG,ROMARIA,MG,3156403.0,51276.0,ROMARIA,MG,JOÃO RODRIGUES DOS REIS,JOÃO RODRIGUES,PTB,MDB / PTB / PL / DEM,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
03/12/2021,175004000012021NS027364,0001 - NACIONAL,Liquidação,Não se aplica,01.612.395/0001-46 - MUNICIPIO DE ITAJA,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,01612395000146,MUNICIPIO DE ITAJA,418.0,ITAJA,RN,ITAJA,RN,2404853.0,16080.0,ITAJÁ,RN,ALAOR FERREIRA PESSOA NETO,ALAOR,PP,PP / PL,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
03/12/2021,175004000012021NS027368,0001 - NACIONAL,Liquidação,Não se aplica,23.245.806/0001-45 - MUNICIPIO DE PASSA QUATRO,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,23245806000145,MUNICIPIO DE PASSA QUATRO,4951.0,PASSA QUATRO,MG,PASSA QUATRO,MG,3147600.0,49514.0,PASSA QUATRO,MG,HENRIQUE NOGUEIRA GONÇALVES,HENRIQUE NOGUEIRA,MDB,PV / PTB / MDB / PDT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
06/12/2021,175004000012021OB806069,0001 - NACIONAL,Pagamento,Original,18.160.044/0001-44 - MUNICIPIO DE ROMARIA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"481.104,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,18160044000144,MUNICIPIO DE ROMARIA,5127.0,ROMARIA,MG,ROMARIA,MG,3156403.0,51276.0,ROMARIA,MG,JOÃO RODRIGUES DOS REIS,JOÃO RODRIGUES,PTB,MDB / PTB / PL / DEM,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
06/12/2021,175004000012021OB806073,0001 - NACIONAL,Pagamento,Original,01.612.395/0001-46 - MUNICIPIO DE ITAJA,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"382.471,20",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,01612395000146,MUNICIPIO DE ITAJA,418.0,ITAJA,RN,ITAJA,RN,2404853.0,16080.0,ITAJÁ,RN,ALAOR FERREIRA PESSOA NETO,ALAOR,PP,PP / PL,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
06/12/2021,175004000012021OB806077,0001 - NACIONAL,Pagamento,Original,23.245.806/0001-45 - MUNICIPIO DE PASSA QUATRO,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"250.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,23245806000145,MUNICIPIO DE PASSA QUATRO,4951.0,PASSA QUATRO,MG,PASSA QUATRO,MG,3147600.0,49514.0,PASSA QUATRO,MG,HENRIQUE NOGUEIRA GONÇALVES,HENRIQUE NOGUEIRA,MDB,PV / PTB / MDB / PDT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
13/12/2021,175004000012021NS028216,0001 - NACIONAL,Liquidação,Não se aplica,17.695.032/0001-51 - MUNICIPIO DE FELIXLANDIA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,17695032000151,MUNICIPIO DE FELIXLANDIA,4513.0,FELIXLANDIA,MG,FELIXLANDIA,MG,3125705.0,45136.0,FELIXLÂNDIA,MG,VANDERLI DE CARVALHO BARBOSA,NONÔ CARVALHO,REPUBLICANOS,REPUBLICANOS / AVANTE / PODE / MDB / PP,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
14/12/2021,175004000012021OB806313,0001 - NACIONAL,Pagamento,Original,17.695.032/0001-51 - MUNICIPIO DE FELIXLANDIA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"287.306,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,17695032000151,MUNICIPIO DE FELIXLANDIA,4513.0,FELIXLANDIA,MG,FELIXLANDIA,MG,3125705.0,45136.0,FELIXLÂNDIA,MG,VANDERLI DE CARVALHO BARBOSA,NONÔ CARVALHO,REPUBLICANOS,REPUBLICANOS / AVANTE / PODE / MDB / PP,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
16/12/2021,175004000012021NS028706,0001 - NACIONAL,Liquidação,Não se aplica,23.245.806/0001-45 - MUNICIPIO DE PASSA QUATRO,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,23245806000145,MUNICIPIO DE PASSA QUATRO,4951.0,PASSA QUATRO,MG,PASSA QUATRO,MG,3147600.0,49514.0,PASSA QUATRO,MG,HENRIQUE NOGUEIRA GONÇALVES,HENRIQUE NOGUEIRA,MDB,PV / PTB / MDB / PDT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
17/12/2021,175004000012021OB806444,0001 - NACIONAL,Pagamento,Original,23.245.806/0001-45 - MUNICIPIO DE PASSA QUATRO,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"180.148,85",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,23245806000145,MUNICIPIO DE PASSA QUATRO,4951.0,PASSA QUATRO,MG,PASSA QUATRO,MG,3147600.0,49514.0,PASSA QUATRO,MG,HENRIQUE NOGUEIRA GONÇALVES,HENRIQUE NOGUEIRA,MDB,PV / PTB / MDB / PDT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
21/12/2021,175004000012021NS029088,0001 - NACIONAL,Liquidação,Não se aplica,17.694.860/0001-75 - MUNICIPIO DE INIMUTABA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,17694860000175,MUNICIPIO DE INIMUTABA,4621.0,INIMUTABA,MG,INIMUTABA,MG,3131109.0,46213.0,INIMUTABA,MG,EMERSOMM DANEZZI,EMERSOMM,CIDADANIA,PL / PSD / AVANTE / CIDADANIA,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
21/12/2021,175004000012021NS029094,0001 - NACIONAL,Liquidação,Não se aplica,07.568.231/0001-45 - MUNICIPIO DE AIUABA,CE,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,07568231000145,MUNICIPIO DE AIUABA,1307.0,AIUABA,CE,AIUABA,CE,2300408.0,13072.0,AIUABA,CE,RAMILSON ARAUJO MORAES,RAMILSON MORAES,PSD,PSD,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
21/12/2021,175004000012021NS029097,0001 - NACIONAL,Liquidação,Não se aplica,08.096.570/0001-39 - MUNICIPIO DE CAICO,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,08096570000139,MUNICIPIO DE CAICO,1639.0,CAICO,RN,CAICO,RN,2402006.0,16390.0,CAICÓ,RN,JUDAS TADEU ALVES DOS SANTOS,DR TADEU,PSDB,PL / CIDADANIA / PSDB / PSD / PC do B / PP / REPUBLICANOS / PT / DEM,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
21/12/2021,175004000012021NS029099,0001 - NACIONAL,Liquidação,Não se aplica,16.930.299/0001-13 - MUNICIPIO DE JOAO PINHEIRO,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,16930299000113,MUNICIPIO DE JOAO PINHEIRO,4725.0,JOAO PINHEIRO,MG,JOAO PINHEIRO,MG,3136306.0,47252.0,JOÃO PINHEIRO,MG,EDMAR XAVIER MACIEL,EDINHO,PDT,PDT / PP / PL / PTC / AVANTE / SOLIDARIEDADE / MDB / DEM / PATRIOTA / PROS,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
22/12/2021,175004000012021NS029292,0001 - NACIONAL,Liquidação,Não se aplica,01.613.770/0001-72 - MUNICIPIO DE IMBAU,PR,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,01613770000172,MUNICIPIO DE IMBAU,862.0,IMBAU,PR,IMBAU,PR,4110078.0,75442.0,IMBAÚ,PR,DAYANE SOVINSKI RODRIGUES,DAYANE SOVINSKI,REPUBLICANOS,PP / REPUBLICANOS / PSB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
22/12/2021,175004000012021OB806534,0001 - NACIONAL,Pagamento,Original,17.694.860/0001-75 - MUNICIPIO DE INIMUTABA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"238.856,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,17694860000175,MUNICIPIO DE INIMUTABA,4621.0,INIMUTABA,MG,INIMUTABA,MG,3131109.0,46213.0,INIMUTABA,MG,EMERSOMM DANEZZI,EMERSOMM,CIDADANIA,PL / PSD / AVANTE / CIDADANIA,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
22/12/2021,175004000012021OB806536,0001 - NACIONAL,Pagamento,Original,07.568.231/0001-45 - MUNICIPIO DE AIUABA,CE,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"960.019,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,07568231000145,MUNICIPIO DE AIUABA,1307.0,AIUABA,CE,AIUABA,CE,2300408.0,13072.0,AIUABA,CE,RAMILSON ARAUJO MORAES,RAMILSON MORAES,PSD,PSD,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
22/12/2021,175004000012021OB806538,0001 - NACIONAL,Pagamento,Original,08.096.570/0001-39 - MUNICIPIO DE CAICO,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"804.240,28",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,RO00 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS - REGRA DE OURO,8100 - RELATOR GERAL,,08096570000139,MUNICIPIO DE CAICO,1639.0,CAICO,RN,CAICO,RN,2402006.0,16390.0,CAICÓ,RN,JUDAS TADEU ALVES DOS SANTOS,DR TADEU,PSDB,PL / CIDADANIA / PSDB / PSD / PC do B / PP / REPUBLICANOS / PT / DEM,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
